Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
"academy-kurs-gemeinschaft-gruenden","Gemeinschaft gründen – Wohnprojekte & Ökodörfer","<p>Von der Idee zum Lebensort: Visionen, Entscheidungsformen, Rechtsformen und Finanzierung — mit Erfahrungen aus Awen und SOSO Space.</p><h3>Module</h3><ul><li><strong>Die Vision</strong> — Was wollen wir gemeinsam — und was nicht?</li><li><strong>Entscheiden</strong> — Konsens, Konsent, Soziokratie.</li><li><strong>Rechtsform und Geld</strong> — Verein, Genossenschaft, Stiftung.</li></ul><p>Zugang zur Lebenskunst Academy auf Lebenszeit. Auch enthalten in der Kursbibliothek-Mitgliedschaft (88 €/Monat).</p>","YOU ARE NEO","Academy-Kurs","academy, kurs, Leben & Gemeinschaft","FALSE","Title","Default Title","K032","continue","manual","90.00","FALSE","FALSE","https://fvd-data.s3.amazonaws.com/academy/3708781/1789394374-eOIod8/gemeinschaft-gruenden-kurs.jpg","1","draft"
"academy-kurs-tauschen-teilen","Tauschen, Teilen, Schenken – Wirtschaft der Gemeinschaft","<p>Tauschbörsen, Zeitbanken und Schenkkreise: wie Gemeinschaften ohne Geld Werte schaffen — so wie auf den Pinnwänden des Vereins.</p><h3>Module</h3><ul><li><strong>Jenseits des Geldes</strong> — Was Wert eigentlich ist.</li><li><strong>Modelle</strong> — Tauschbörse, Zeitbank, Regionalwährung.</li><li><strong>Selbst starten</strong> — Eine Tauschgruppe in deinem Ort.</li></ul><p>Zugang zur Lebenskunst Academy auf Lebenszeit. Auch enthalten in der Kursbibliothek-Mitgliedschaft (88 €/Monat).</p>","YOU ARE NEO","Academy-Kurs","academy, kurs, Leben & Gemeinschaft","FALSE","Title","Default Title","K033","continue","manual","40.00","FALSE","FALSE","https://fvd-data.s3.amazonaws.com/academy/3708781/1789394428-kgZIeN/tauschen-teilen-kurs.jpg","1","draft"
"academy-kurs-beziehungen","Beziehungen & Partnerschaft","<p>Nähe, Freiheit und Wachstum in Beziehungen: Bindung verstehen, Konflikte klären, Liebe lebendig halten.</p><h3>Module</h3><ul><li><strong>Bindung</strong> — Wie frühe Erfahrungen heutige Beziehungen prägen.</li><li><strong>Klären</strong> — Streiten, ohne sich zu verlieren.</li><li><strong>Lebendig bleiben</strong> — Rituale, Freiraum und Wachstum.</li></ul><p>Zugang zur Lebenskunst Academy auf Lebenszeit. Auch enthalten in der Kursbibliothek-Mitgliedschaft (88 €/Monat).</p>","YOU ARE NEO","Academy-Kurs","academy, kurs, Leben & Gemeinschaft","FALSE","Title","Default Title","K034","continue","manual","60.00","FALSE","FALSE","https://fvd-data.s3.amazonaws.com/academy/3708781/1789394361-2VRvLK/beziehungen-kurs.jpg","1","draft"
"academy-kurs-traeume-verwirklichen","Träume verwirklichen – Vom Wunsch zum Plan","<p>Die eigene Vision finden, in Schritte übersetzen und dranbleiben. Das Handwerk hinter jedem großen Lebensentwurf.</p><h3>Module</h3><ul><li><strong>Die Vision</strong> — Was willst du wirklich?</li><li><strong>Der Plan</strong> — Ziele, Etappen, erste Schritte.</li><li><strong>Dranbleiben</strong> — Gewohnheiten, Rückschläge, Gemeinschaft.</li></ul><p>Zugang zur Lebenskunst Academy auf Lebenszeit. Auch enthalten in der Kursbibliothek-Mitgliedschaft (88 €/Monat).</p>","YOU ARE NEO","Academy-Kurs","academy, kurs, Leben & Gemeinschaft","FALSE","Title","Default Title","K035","continue","manual","70.00","FALSE","FALSE","https://fvd-data.s3.amazonaws.com/academy/3708781/1789394429-HqQ1q9/traeume-verwirklichen-kurs.jpg","1","draft"
"academy-kurs-retreat-leitung","Retreats & Seminare leiten – Räume halten","<p>Für alle, die ihr Wissen weitergeben wollen: Retreats planen, Gruppen führen und sichere Räume halten.</p><h3>Module</h3><ul><li><strong>Planung</strong> — Ort, Ablauf, Kalkulation.</li><li><strong>Gruppen führen</strong> — Ankommen, Dynamik, Konflikte.</li><li><strong>Sichere Räume</strong> — Grenzen, Einverständnis, Nachsorge.</li></ul><p>Zugang zur Lebenskunst Academy auf Lebenszeit. Auch enthalten in der Kursbibliothek-Mitgliedschaft (88 €/Monat).</p>","YOU ARE NEO","Academy-Kurs","academy, kurs, Leben & Gemeinschaft","FALSE","Title","Default Title","K036","continue","manual","90.00","FALSE","FALSE","https://fvd-data.s3.amazonaws.com/academy/3708781/1789394413-c2VqEQ/retreat-leitung-kurs.jpg","1","draft"
"academy-kurs-finanzielle-freiheit","Finanzielle Freiheit – Budget, Schulden, Rücklagen","<p>Überblick über das eigene Geld gewinnen: Budget, Schuldenabbau und Rücklagen. Mit Budgetplan zum Ausfüllen.</p><h3>Module</h3><ul><li><strong>Der Überblick</strong> — Was reinkommt, was rausgeht.</li><li><strong>Schulden abbauen</strong> — Schneeball- und Lawinenmethode.</li><li><strong>Rücklagen</strong> — Notgroschen, Ziele, Gelassenheit.</li></ul><p>Zugang zur Lebenskunst Academy auf Lebenszeit. Auch enthalten in der Kursbibliothek-Mitgliedschaft (88 €/Monat).</p>","YOU ARE NEO","Academy-Kurs","academy, kurs, Geld & Beruf","FALSE","Title","Default Title","K037","continue","manual","50.00","FALSE","FALSE","https://fvd-data.s3.amazonaws.com/academy/3708781/1789394369-4lNTpt/finanzielle-freiheit-kurs.jpg","1","draft"
"academy-kurs-berufung","Berufung finden – Arbeit, die zu dir passt","<p>Stärken, Werte und Leidenschaften zusammenbringen — und Wege finden, davon zu leben, ohne sich zu verbiegen.</p><h3>Module</h3><ul><li><strong>Wer du bist</strong> — Stärken, Werte, Talente.</li><li><strong>Möglichkeiten</strong> — Anstellung, Selbstständigkeit, Mischformen.</li><li><strong>Der Übergang</strong> — Schritt für Schritt statt Sprung ins Leere.</li></ul><p>Zugang zur Lebenskunst Academy auf Lebenszeit. Auch enthalten in der Kursbibliothek-Mitgliedschaft (88 €/Monat).</p>","YOU ARE NEO","Academy-Kurs","academy, kurs, Geld & Beruf","FALSE","Title","Default Title","K038","continue","manual","60.00","FALSE","FALSE","https://fvd-data.s3.amazonaws.com/academy/3708781/1789394359-FtYftS/berufung-kurs.jpg","1","draft"
"academy-kurs-selbststaendig-mit-herz","Selbstständig mit Herz – Gründen ohne Ausbeutung","<p>Ein eigenes Angebot aufbauen, faire Preise finden und wirtschaften, ohne sich selbst oder andere auszubeuten.</p><h3>Module</h3><ul><li><strong>Das Angebot</strong> — Was du gibst und wem es hilft.</li><li><strong>Faire Preise</strong> — Kalkulation, Wert und Zugänglichkeit.</li><li><strong>Nachhaltig wirtschaften</strong> — Buchhaltung, Rücklagen, Grenzen.</li></ul><p>Zugang zur Lebenskunst Academy auf Lebenszeit. Auch enthalten in der Kursbibliothek-Mitgliedschaft (88 €/Monat).</p>","YOU ARE NEO","Academy-Kurs","academy, kurs, Geld & Beruf","FALSE","Title","Default Title","K039","continue","manual","80.00","FALSE","FALSE","https://fvd-data.s3.amazonaws.com/academy/3708781/1789394420-yrYyWc/selbststaendig-mit-herz-kurs.jpg","1","draft"
"academy-kurs-online-praesenz","Online sichtbar werden – mit Haltung","<p>Website, Social Media und Newsletter so nutzen, dass sie dir dienen — ehrlich, ruhig und ohne Aufmerksamkeitsjagd.</p><h3>Module</h3><ul><li><strong>Die eigene Stimme</strong> — Worüber du sprichst und für wen.</li><li><strong>Kanäle</strong> — Website, Newsletter, Social Media.</li><li><strong>Rhythmus</strong> — Regelmäßig, aber nicht getrieben.</li></ul><p>Zugang zur Lebenskunst Academy auf Lebenszeit. Auch enthalten in der Kursbibliothek-Mitgliedschaft (88 €/Monat).</p>","YOU ARE NEO","Academy-Kurs","academy, kurs, Geld & Beruf","FALSE","Title","Default Title","K040","continue","manual","60.00","FALSE","FALSE","https://fvd-data.s3.amazonaws.com/academy/3708781/1789394407-ADqQy4/online-praesenz-kurs.jpg","1","draft"
"academy-kurs-lebensschule-kinder","Lebensschule für Kinder – Träume leben lernen","<p>Für Kinder und ihre Eltern: Gefühle verstehen, eigene Stärken entdecken, Träume ernst nehmen. Eine Anleitung fürs Leben, die in der Schule fehlt.</p><h3>Module</h3><ul><li><strong>Wer bin ich?</strong> — Stärken, Vorlieben, Gefühle.</li><li><strong>Gefühle</strong> — Wut, Angst, Freude, Traurigkeit.</li><li><strong>Meine Träume</strong> — Wünsche, Ziele, erste Schritte.</li></ul><p>Zugang zur Lebenskunst Academy auf Lebenszeit. Auch enthalten in der Kursbibliothek-Mitgliedschaft (88 €/Monat).</p>","YOU ARE NEO","Academy-Kurs","academy, kurs, Kinder & Familie","FALSE","Title","Default Title","K041","continue","manual","60.00","FALSE","FALSE","https://fvd-data.s3.amazonaws.com/academy/3708781/1789394392-ntmQJQ/lebensschule-kinder-kurs.jpg","1","draft"
"academy-kurs-natur-entdecker-kinder","Natur-Entdecker für Kinder","<p>Draußen lernen mit allen Sinnen: Pflanzen, Tiere, Spuren und Jahreszeiten — Abenteuer für Familien.</p><h3>Module</h3><ul><li><strong>Mit allen Sinnen</strong> — Hören, riechen, tasten im Wald.</li><li><strong>Tiere und Spuren</strong> — Wer war hier?</li><li><strong>Pflanzen</strong> — Erkennen, sammeln, schützen.</li></ul><p>Zugang zur Lebenskunst Academy auf Lebenszeit. Auch enthalten in der Kursbibliothek-Mitgliedschaft (88 €/Monat).</p>","YOU ARE NEO","Academy-Kurs","academy, kurs, Kinder & Familie","FALSE","Title","Default Title","K042","continue","manual","40.00","FALSE","FALSE","https://fvd-data.s3.amazonaws.com/academy/3708781/1789394402-63A4ZM/natur-entdecker-kinder-kurs.jpg","1","draft"
"academy-kurs-qigong-kinder","Qi-Gong & Bewegung für Kinder","<p>Tierbewegungen, Atemspiele und kleine Ruherituale: Qi-Gong kindgerecht, für zu Hause und in der Gruppe.</p><h3>Module</h3><ul><li><strong>Tierbewegungen</strong> — Kranich, Bär, Tiger, Affe, Hirsch.</li><li><strong>Atemspiele</strong> — Ballon, Feder, Blume.</li><li><strong>Zur Ruhe kommen</strong> — Kleine Rituale für den Abend.</li></ul><p>Zugang zur Lebenskunst Academy auf Lebenszeit. Auch enthalten in der Kursbibliothek-Mitgliedschaft (88 €/Monat).</p>","YOU ARE NEO","Academy-Kurs","academy, kurs, Kinder & Familie","FALSE","Title","Default Title","K043","continue","manual","40.00","FALSE","FALSE","https://fvd-data.s3.amazonaws.com/academy/3708781/1789394411-QoImJD/qigong-kinder-kurs.jpg","1","draft"
"academy-kurs-freies-lernen","Freies Lernen – Bildung jenseits der Schulbank","<p>Für Eltern und Begleiter: wie Kinder aus Neugier lernen, welche Wege es gibt und wie man sie im Alltag begleitet.</p><h3>Module</h3><ul><li><strong>Wie Kinder lernen</strong> — Neugier, Spiel, Nachahmung.</li><li><strong>Wege</strong> — Freie Schulen, Lerngruppen, Familienlernen.</li><li><strong>Begleiten</strong> — Umgebung gestalten, Fragen stellen, vertrauen.</li></ul><p>Zugang zur Lebenskunst Academy auf Lebenszeit. Auch enthalten in der Kursbibliothek-Mitgliedschaft (88 €/Monat).</p>","YOU ARE NEO","Academy-Kurs","academy, kurs, Kinder & Familie","FALSE","Title","Default Title","K044","continue","manual","70.00","FALSE","FALSE","https://fvd-data.s3.amazonaws.com/academy/3708781/1789394370-YpCzIy/freies-lernen-kurs.jpg","1","draft"
"academy-kurs-ki-verstehen","KI verstehen – Mensch, Natur und Maschine","<p>Was künstliche Intelligenz ist, was sie kann und was nicht — und wie wir sie so nutzen, dass sie Mensch und Natur dient.</p><h3>Module</h3><ul><li><strong>Wie KI funktioniert</strong> — Muster, Daten, Modelle — ohne Mathematik erklärt.</li><li><strong>Chancen und Grenzen</strong> — Wo KI hilft und wo sie irrt.</li><li><strong>KI im Dienst des Lebens</strong> — Natur, Gemeinschaft, Bildung.</li></ul><p>Zugang zur Lebenskunst Academy auf Lebenszeit. Auch enthalten in der Kursbibliothek-Mitgliedschaft (88 €/Monat).</p>","YOU ARE NEO","Academy-Kurs","academy, kurs, Technik & KI","FALSE","Title","Default Title","K045","continue","manual","60.00","FALSE","FALSE","https://fvd-data.s3.amazonaws.com/academy/3708781/1789394388-vXrqBo/ki-verstehen-kurs.jpg","1","draft"
"academy-kurs-digitale-selbstverteidigung","Digitale Selbstverteidigung – Privatsphäre & Sicherheit","<p>Passwörter, Verschlüsselung, Datenspuren und sichere Kommunikation — verständlich und sofort umsetzbar.</p><h3>Module</h3><ul><li><strong>Deine Datenspur</strong> — Was über dich gesammelt wird.</li><li><strong>Grundschutz</strong> — Passwörter, Zwei-Faktor, Updates.</li><li><strong>Sicher kommunizieren</strong> — Verschlüsselte Messenger und E-Mail.</li></ul><p>Zugang zur Lebenskunst Academy auf Lebenszeit. Auch enthalten in der Kursbibliothek-Mitgliedschaft (88 €/Monat).</p>","YOU ARE NEO","Academy-Kurs","academy, kurs, Technik & KI","FALSE","Title","Default Title","K046","continue","manual","50.00","FALSE","FALSE","https://fvd-data.s3.amazonaws.com/academy/3708781/1789394365-ktKSCf/digitale-selbstverteidigung-kurs.jpg","1","draft"
"kursbibliothek-mitgliedschaft","Kursbibliothek – Mitgliedschaft","<p>Alle Kurse der Lebenskunst Academy, solange die Mitgliedschaft läuft. Monatlich kündbar.</p>","YOU ARE NEO","Mitgliedschaft","academy, mitgliedschaft, abo","FALSE","Title","Default Title","M-BIB-88","continue","manual","88.00","FALSE","FALSE","","","draft"
"live-seminar-monat","Live-Seminar | Samstags-Seminar des Monats","<p>Sechs Stunden live über Zoom an einem Samstag im Monat. Einzelkauf pro Seminar.</p>","YOU ARE NEO","Seminar","live, seminar, zoom","FALSE","Title","Default Title","S-MONAT-30","continue","manual","30.00","FALSE","FALSE","","","draft"
